Latitude (decimal degrees):	53.424
Longitude (decimal degrees):	-6.252
Elevation (m):	61
Radiation database:	PVGIS-SARAH3


Slope: 90 deg. 
Azimuth: 90 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0011,0.0,0.0,0.0,0.0,6.2,2.76,0.0
20230101:0111,0.0,0.0,0.0,0.0,6.08,3.31,0.0
20230101:0211,0.0,0.0,0.0,0.0,6.01,4.21,0.0
20230101:0311,0.0,0.0,0.0,0.0,6.14,4.62,0.0
20230101:0411,0.0,0.0,0.0,0.0,6.15,4.55,0.0
20230101:0511,0.0,0.0,0.0,0.0,6.24,4.34,0.0
20230101:0611,0.0,0.0,0.0,0.0,6.24,4.07,0.0
20230101:0711,0.0,0.0,0.0,0.0,6.33,3.1,0.0
20230101:0811,0.0,0.0,0.0,0.0,6.12,3.45,0.0
20230101:0911,0.0,4.27,1.2,2.49,6.06,3.72,0.0
20230101:1011,0.0,16.02,4.5,7.99,6.14,4.21,0.0
20230101:1111,0.0,30.62,8.6,11.75,6.54,4.34,0.0
20230101:1211,0.0,18.51,5.2,13.47,7.03,4.34,0.0
20230101:1311,0.0,25.92,5.2,13.01,7.1,4.0,0.0
20230101:1411,0.0,22.43,4.5,10.4,6.91,3.52,0.0
20230101:1511,0.0,3.99,0.8,5.86,6.61,3.38,0.0
20230101:1611,0.0,0.0,0.0,0.0,6.03,3.03,0.0
20230101:1711,0.0,0.0,0.0,0.0,5.35,3.03,0.0
20230101:1811,0.0,0.0,0.0,0.0,4.7,3.1,0.0
20230101:1911,0.0,0.0,0.0,0.0,4.81,2.9,0.0
20230101:2011,0.0,0.0,0.0,0.0,4.34,2.76,0.0
20230101:2111,0.0,0.0,0.0,0.0,4.32,2.69,0.0
20230101:2211,0.0,0.0,0.0,0.0,3.96,2.9,0.0
20230101:2311,0.0,0.0,0.0,0.0,3.88,3.03,0.0
20230102:0011,0.0,0.0,0.0,0.0,3.93,3.24,0.0
20230102:0111,0.0,0.0,0.0,0.0,3.88,3.45,0.0
20230102:0211,0.0,0.0,0.0,0.0,3.88,3.66,0.0
20230102:0311,0.0,0.0,0.0,0.0,3.61,3.59,0.0
20230102:0411,0.0,0.0,0.0,0.0,3.4,3.45,0.0
20230102:0511,0.0,0.0,0.0,0.0,3.05,3.24,0.0
20230102:0611,0.0,0.0,0.0,0.0,2.67,3.17,0.0
20230102:0711,0.0,0.0,0.0,0.0,2.01,2.9,0.0
20230102:0811,0.0,0.0,0.0,0.0,1.65,2.9,0.0
20230102:0911,0.0,4.27,1.2,2.52,1.37,2.83,0.0
20230102:1011,0.0,16.02,4.5,8.04,1.81,2.76,0.0
20230102:1111,0.0,22.78,6.4,11.81,2.57,2.97,0.0
20230102:1211,0.0,25.28,7.1,13.56,3.29,2.76,0.0
20230102:1311,95.99,49.86,19.7,13.11,4.02,2.55,0.0
20230102:1411,204.83,69.39,15.0,10.51,4.49,2.48,0.0
20230102:1511,224.15,65.63,7.2,5.98,4.67,2.55,0.0
20230102:1611,0.0,0.0,0.0,0.0,4.17,3.03,0.0
20230102:1711,0.0,0.0,0.0,0.0,3.71,3.52,0.0
20230102:1811,0.0,0.0,0.0,0.0,3.49,3.86,0.0
20230102:1911,0.0,0.0,0.0,0.0,3.79,4.07,0.0
20230102:2011,0.0,0.0,0.0,0.0,4.16,4.55,0.0
20230102:2111,0.0,0.0,0.0,0.0,4.81,5.24,0.0
20230102:2211,0.0,0.0,0.0,0.0,5.55,6.07,0.0
20230102:2311,0.0,0.0,0.0,0.0,6.31,6.55,0.0
20230103:0011,0.0,0.0,0.0,0.0,7.14,7.03,0.0
20230103:0111,0.0,0.0,0.0,0.0,7.32,7.86,0.0
20230103:0211,0.0,0.0,0.0,0.0,7.69,8.21,0.0
20230103:0311,0.0,0.0,0.0,0.0,7.95,8.48,0.0
20230103:0411,0.0,0.0,0.0,0.0,8.2,8.62,0.0
20230103:0511,0.0,0.0,0.0,0.0,8.82,7.31,0.0
20230103:0611,0.0,0.0,0.0,0.0,9.33,6.0,0.0
20230103:0711,0.0,0.0,0.0,0.0,9.67,5.79,0.0
20230103:0811,0.0,0.0,0.0,0.0,9.46,5.38,0.0
20230103:0911,0.0,4.27,1.2,2.56,9.32,5.86,0.0
20230103:1011,0.0,19.58,5.5,8.09,9.3,6.07,0.0
20230103:1111,0.0,25.63,7.2,11.88,9.63,6.9,0.0
20230103:1211,0.0,8.54,2.4,13.64,9.94,8.21,0.0
20230103:1311,5.85,45.77,9.7,13.21,10.53,7.72,0.0
20230103:1411,0.0,23.93,4.8,10.62,11.48,6.69,0.0
20230103:1511,16.86,21.31,3.8,6.11,12.04,6.21,0.0
20230103:1611,0.0,0.0,0.0,0.0,12.17,6.21,0.0
20230103:1711,0.0,0.0,0.0,0.0,12.1,6.34,0.0
20230103:1811,0.0,0.0,0.0,0.0,12.02,5.93,0.0
20230103:1911,0.0,0.0,0.0,0.0,12.15,6.9,0.0
20230103:2011,0.0,0.0,0.0,0.0,12.24,7.72,0.0
20230103:2111,0.0,0.0,0.0,0.0,12.42,8.14,0.0
20230103:2211,0.0,0.0,0.0,0.0,12.64,8.21,0.0
20230103:2311,0.0,0.0,0.0,0.0,12.53,8.07,0.0
20230104:0011,0.0,0.0,0.0,0.0,12.28,8.21,0.0
20230104:0111,0.0,0.0,0.0,0.0,12.16,8.28,0.0
20230104:0211,0.0,0.0,0.0,0.0,11.68,8.21,0.0
20230104:0311,0.0,0.0,0.0,0.0,11.16,8.07,0.0
20230104:0411,0.0,0.0,0.0,0.0,10.67,8.0,0.0
20230104:0511,0.0,0.0,0.0,0.0,10.44,8.07,0.0
20230104:0611,0.0,0.0,0.0,0.0,10.47,8.14,0.0
20230104:0711,0.0,0.0,0.0,0.0,10.24,8.14,0.0
20230104:0811,0.0,0.0,0.0,0.0,10.23,8.41,0.0
20230104:0911,0.0,4.27,1.2,2.61,10.14,8.34,0.0
20230104:1011,0.0,16.73,4.7,8.15,10.23,8.28,0.0
20230104:1111,0.0,31.68,8.9,11.96,10.61,8.21,0.0
20230104:1211,0.0,37.74,10.6,13.74,11.13,7.93,0.0
20230104:1311,1.44,38.18,7.8,13.32,11.5,7.93,0.0
20230104:1411,35.98,49.06,9.5,10.75,11.52,7.59,0.0
20230104:1511,43.95,31.2,4.8,6.24,11.38,7.45,0.0
20230104:1611,0.0,0.0,0.0,0.0,11.1,7.45,0.0
20230104:1711,0.0,0.0,0.0,0.0,10.69,7.31,0.0
20230104:1811,0.0,0.0,0.0,0.0,10.48,7.1,0.0
20230104:1911,0.0,0.0,0.0,0.0,10.35,6.62,0.0
20230104:2011,0.0,0.0,0.0,0.0,10.3,6.28,0.0
20230104:2111,0.0,0.0,0.0,0.0,10.01,5.93,0.0
20230104:2211,0.0,0.0,0.0,0.0,10.03,5.66,0.0
20230104:2311,0.0,0.0,0.0,0.0,9.97,5.24,0.0
20230105:0011,0.0,0.0,0.0,0.0,10.01,4.97,0.0
20230105:0111,0.0,0.0,0.0,0.0,9.81,4.62,0.0
20230105:0211,0.0,0.0,0.0,0.0,9.53,4.07,0.0
20230105:0311,0.0,0.0,0.0,0.0,9.28,3.45,0.0
20230105:0411,0.0,0.0,0.0,0.0,9.16,3.24,0.0
20230105:0511,0.0,0.0,0.0,0.0,9.19,3.31,0.0
20230105:0611,0.0,0.0,0.0,0.0,9.32,3.66,0.0
20230105:0711,0.0,0.0,0.0,0.0,10.17,4.62,0.0
20230105:0811,0.0,0.0,0.0,0.0,10.6,5.24,0.0
20230105:0911,0.0,1.42,0.4,2.66,10.62,5.66,0.0
20230105:1011,0.0,19.58,5.5,8.22,10.94,6.28,0.0
20230105:1111,0.0,32.04,9.0,12.05,11.44,7.17,0.0
20230105:1211,0.0,34.89,9.8,13.84,11.77,7.86,0.0
20230105:1311,0.71,36.03,7.3,13.44,11.72,8.41,0.0
20230105:1411,0.0,9.47,1.9,10.88,11.77,8.55,0.0
20230105:1511,0.0,4.49,0.9,6.38,11.87,8.21,0.0
20230105:1611,0.0,0.0,0.0,0.0,11.8,7.66,0.0
20230105:1711,0.0,0.0,0.0,0.0,10.95,7.03,0.0
20230105:1811,0.0,0.0,0.0,0.0,9.83,6.76,0.0
20230105:1911,0.0,0.0,0.0,0.0,8.98,6.28,0.0
20230105:2011,0.0,0.0,0.0,0.0,8.56,6.34,0.0
20230105:2111,0.0,0.0,0.0,0.0,8.23,6.69,0.0
20230105:2211,0.0,0.0,0.0,0.0,7.97,6.83,0.0
20230105:2311,0.0,0.0,0.0,0.0,7.65,6.9,0.0
20230106:0011,0.0,0.0,0.0,0.0,7.47,6.97,0.0
20230106:0111,0.0,0.0,0.0,0.0,7.34,7.03,0.0
20230106:0211,0.0,0.0,0.0,0.0,7.27,6.97,0.0
20230106:0311,0.0,0.0,0.0,0.0,7.2,6.9,0.0
20230106:0411,0.0,0.0,0.0,0.0,7.04,6.69,0.0
20230106:0511,0.0,0.0,0.0,0.0,6.8,6.28,0.0
20230106:0611,0.0,0.0,0.0,0.0,6.58,5.93,0.0
20230106:0711,0.0,0.0,0.0,0.0,6.63,4.76,0.0
20230106:0811,0.0,0.0,0.0,0.0,6.59,4.41,0.0
20230106:0911,0.0,5.34,1.5,2.72,6.64,4.21,0.0
20230106:1011,0.0,9.61,2.7,8.29,7.03,4.14,0.0
20230106:1111,0.0,29.19,8.2,12.14,7.88,4.48,0.0
20230106:1211,0.0,35.24,9.9,13.95,8.6,4.48,0.0
20230106:1311,49.84,59.93,16.8,13.57,9.07,4.14,0.0
20230106:1411,110.86,68.31,13.1,11.01,9.37,5.03,0.0
20230106:1511,10.48,19.69,3.7,6.52,9.51,5.52,0.0
20230106:1611,0.0,0.0,0.0,0.0,9.48,5.79,0.0
20230106:1711,0.0,0.0,0.0,0.0,9.49,6.07,0.0
20230106:1811,0.0,0.0,0.0,0.0,9.7,6.34,0.0
20230106:1911,0.0,0.0,0.0,0.0,10.37,6.9,0.0
20230106:2011,0.0,0.0,0.0,0.0,10.6,7.24,0.0
20230106:2111,0.0,0.0,0.0,0.0,10.47,7.38,0.0
20230106:2211,0.0,0.0,0.0,0.0,10.76,7.45,0.0
20230106:2311,0.0,0.0,0.0,0.0,10.73,7.66,0.0
20230107:0011,0.0,0.0,0.0,0.0,10.66,7.38,0.0
20230107:0111,0.0,0.0,0.0,0.0,10.48,6.0,0.0
20230107:0211,0.0,0.0,0.0,0.0,10.02,4.14,0.0
20230107:0311,0.0,0.0,0.0,0.0,9.35,3.38,0.0
20230107:0411,0.0,0.0,0.0,0.0,8.81,3.03,0.0
20230107:0511,0.0,0.0,0.0,0.0,8.21,2.83,0.0
20230107:0611,0.0,0.0,0.0,0.0,7.84,3.17,0.0
20230107:0711,0.0,0.0,0.0,0.0,8.5,4.21,0.0
20230107:0811,0.0,0.0,0.0,0.0,7.99,4.97,0.0
20230107:0911,0.0,4.98,1.4,2.78,7.59,5.45,0.0
20230107:1011,0.0,19.22,5.4,8.38,7.71,5.93,0.0
20230107:1111,0.0,13.88,3.9,12.24,8.2,6.69,0.0
20230107:1211,0.0,26.7,7.5,14.07,8.72,7.03,0.0
20230107:1311,95.09,47.77,20.7,13.7,8.75,7.17,0.0
20230107:1411,183.87,69.72,15.3,11.16,8.67,7.17,0.0
20230107:1511,92.1,46.15,6.2,6.67,8.47,8.21,0.0
20230107:1611,0.0,0.0,0.0,0.0,8.35,9.03,0.0
20230107:1711,0.0,0.0,0.0,0.0,8.23,8.76,0.0
20230107:1811,0.0,0.0,0.0,0.0,8.14,8.34,0.0
20230107:1911,0.0,0.0,0.0,0.0,8.29,8.0,0.0
20230107:2011,0.0,0.0,0.0,0.0,8.24,7.86,0.0
20230107:2111,0.0,0.0,0.0,0.0,8.24,7.72,0.0
20230107:2211,0.0,0.0,0.0,0.0,8.33,7.93,0.0
20230107:2311,0.0,0.0,0.0,0.0,8.11,7.45,0.0
20230108:0011,0.0,0.0,0.0,0.0,7.85,7.1,0.0
20230108:0111,0.0,0.0,0.0,0.0,7.6,6.9,0.0
20230108:0211,0.0,0.0,0.0,0.0,7.38,6.62,0.0
20230108:0311,0.0,0.0,0.0,0.0,7.11,6.28,0.0
20230108:0411,0.0,0.0,0.0,0.0,6.77,6.0,0.0
20230108:0511,0.0,0.0,0.0,0.0,6.46,6.07,0.0
20230108:0611,0.0,0.0,0.0,0.0,6.31,6.28,0.0
20230108:0711,0.0,0.0,0.0,0.0,6.41,6.07,0.0
20230108:0811,0.0,0.0,0.0,0.0,6.08,6.07,0.0
20230108:0911,0.0,4.27,1.2,2.85,5.87,5.79,0.0
20230108:1011,0.0,15.66,4.4,8.47,5.86,5.45,0.0
20230108:1111,0.0,23.5,6.6,12.35,6.11,4.97,0.0
20230108:1211,0.0,32.4,9.1,14.2,6.56,5.52,0.0
20230108:1311,20.65,58.93,13.8,13.84,6.95,5.93,0.0
20230108:1411,17.89,44.25,8.8,11.31,7.11,5.59,0.0
20230108:1511,9.99,21.16,4.0,6.83,7.11,5.31,0.0
20230108:1611,0.0,0.0,0.0,0.0,7.09,5.03,0.0
20230108:1711,0.0,0.0,0.0,0.0,6.84,4.76,0.0
20230108:1811,0.0,0.0,0.0,0.0,6.51,4.69,0.0
20230108:1911,0.0,0.0,0.0,0.0,6.0,5.17,0.0
20230108:2011,0.0,0.0,0.0,0.0,6.02,5.86,0.0
20230108:2111,0.0,0.0,0.0,0.0,6.05,6.21,0.0
20230108:2211,0.0,0.0,0.0,0.0,5.94,6.28,0.0
20230108:2311,0.0,0.0,0.0,0.0,5.88,6.34,0.0
20230109:0011,0.0,0.0,0.0,0.0,5.96,6.69,0.0
20230109:0111,0.0,0.0,0.0,0.0,6.19,7.1,0.0
20230109:0211,0.0,0.0,0.0,0.0,6.51,7.38,0.0
20230109:0311,0.0,0.0,0.0,0.0,6.64,7.66,0.0
20230109:0411,0.0,0.0,0.0,0.0,6.43,7.52,0.0
20230109:0511,0.0,0.0,0.0,0.0,6.2,7.38,0.0
20230109:0611,0.0,0.0,0.0,0.0,6.07,7.17,0.0
20230109:0711,0.0,0.0,0.0,0.0,5.75,7.17,0.0
20230109:0811,0.0,0.0,0.0,0.0,5.55,7.45,0.0
20230109:0911,0.0,5.7,1.6,2.93,5.46,7.45,0.0
20230109:1011,0.0,16.73,4.7,8.56,5.67,7.59,0.0
20230109:1111,0.0,23.14,6.5,12.47,6.24,7.79,0.0
20230109:1211,0.0,29.19,8.2,14.33,6.8,7.03,0.0
20230109:1311,78.4,54.84,20.1,13.99,7.37,7.93,0.0
20230109:1411,95.83,68.98,13.3,11.47,7.71,9.59,0.0
20230109:1511,141.27,59.9,7.5,6.99,7.88,9.93,0.0
20230109:1611,0.0,0.0,0.0,0.0,7.51,9.03,0.0
20230109:1711,0.0,0.0,0.0,0.0,7.02,8.21,0.0
20230109:1811,0.0,0.0,0.0,0.0,6.75,7.45,0.0
20230109:1911,0.0,0.0,0.0,0.0,6.33,6.28,0.0
20230109:2011,0.0,0.0,0.0,0.0,6.22,5.93,0.0
20230109:2111,0.0,0.0,0.0,0.0,6.12,5.24,0.0
20230109:2211,0.0,0.0,0.0,0.0,5.97,4.48,0.0
20230109:2311,0.0,0.0,0.0,0.0,5.82,4.55,0.0
20230110:0011,0.0,0.0,0.0,0.0,5.81,4.55,0.0
20230110:0111,0.0,0.0,0.0,0.0,5.94,4.83,0.0
20230110:0211,0.0,0.0,0.0,0.0,6.25,5.31,0.0
20230110:0311,0.0,0.0,0.0,0.0,6.41,6.69,0.0
20230110:0411,0.0,0.0,0.0,0.0,6.44,8.0,0.0
20230110:0511,0.0,0.0,0.0,0.0,7.29,8.97,0.0
20230110:0611,0.0,0.0,0.0,0.0,8.3,9.1,0.0
20230110:0711,0.0,0.0,0.0,0.0,9.32,8.07,0.0
20230110:0811,0.0,0.0,0.0,0.0,10.41,6.83,0.0
20230110:0911,0.0,2.49,0.7,3.02,11.41,7.24,0.0
20230110:1011,0.0,18.16,5.1,8.67,12.0,7.66,0.0
20230110:1111,0.0,27.41,7.7,12.59,12.31,7.93,0.0
20230110:1211,0.0,28.84,8.1,14.47,12.58,8.34,0.0
20230110:1311,5.12,49.08,10.4,14.14,12.77,8.83,0.0
20230110:1411,7.69,37.22,7.5,11.63,12.95,9.31,0.0
20230110:1511,90.28,48.02,6.7,7.16,12.9,9.38,0.0
20230110:1611,0.0,0.0,0.0,0.0,12.36,8.97,0.0
20230110:1711,0.0,0.0,0.0,0.0,10.83,8.34,0.0
20230110:1811,0.0,0.0,0.0,0.0,9.64,7.31,0.0
20230110:1911,0.0,0.0,0.0,0.0,9.19,8.14,0.0
20230110:2011,0.0,0.0,0.0,0.0,8.38,7.38,0.0
20230110:2111,0.0,0.0,0.0,0.0,7.89,7.17,0.0
20230110:2211,0.0,0.0,0.0,0.0,7.41,7.03,0.0
20230110:2311,0.0,0.0,0.0,0.0,6.98,7.1,0.0
20230111:0011,0.0,0.0,0.0,0.0,6.65,7.1,0.0
20230111:0111,0.0,0.0,0.0,0.0,6.63,7.17,0.0
20230111:0211,0.0,0.0,0.0,0.0,6.55,7.31,0.0
20230111:0311,0.0,0.0,0.0,0.0,6.5,7.45,0.0
20230111:0411,0.0,0.0,0.0,0.0,6.46,7.38,0.0
20230111:0511,0.0,0.0,0.0,0.0,6.54,7.72,0.0
20230111:0611,0.0,0.0,0.0,0.0,6.67,8.21,0.0
20230111:0711,0.0,0.0,0.0,0.0,6.87,8.0,0.0
20230111:0811,0.0,0.0,0.0,0.0,6.91,7.93,0.0
20230111:0911,0.0,6.05,1.7,3.11,6.8,7.66,0.0
20230111:1011,0.0,20.29,5.7,8.78,6.78,8.07,0.0
20230111:1111,0.0,15.31,4.3,12.72,6.68,8.0,0.0
20230111:1211,0.0,35.6,10.0,14.62,6.56,8.48,0.0
20230111:1311,62.15,59.56,19.2,14.3,6.44,8.83,0.0
20230111:1411,105.88,70.88,14.0,11.8,6.78,8.34,0.0
20230111:1511,217.8,70.3,8.9,7.34,7.02,7.79,0.0
20230111:1611,0.0,0.0,0.0,0.0,6.99,7.38,0.0
20230111:1711,0.0,0.0,0.0,0.0,7.04,7.31,0.0
20230111:1811,0.0,0.0,0.0,0.0,7.04,6.83,0.0
20230111:1911,0.0,0.0,0.0,0.0,7.7,5.86,0.0
20230111:2011,0.0,0.0,0.0,0.0,8.08,6.0,0.0
20230111:2111,0.0,0.0,0.0,0.0,8.64,6.0,0.0
20230111:2211,0.0,0.0,0.0,0.0,9.8,8.48,0.0
20230111:2311,0.0,0.0,0.0,0.0,11.34,10.9,0.0
20230112:0011,0.0,0.0,0.0,0.0,11.44,10.48,0.0
20230112:0111,0.0,0.0,0.0,0.0,11.49,9.1,0.0
20230112:0211,0.0,0.0,0.0,0.0,11.4,7.86,0.0
20230112:0311,0.0,0.0,0.0,0.0,11.1,6.97,0.0
20230112:0411,0.0,0.0,0.0,0.0,10.78,6.55,0.0
20230112:0511,0.0,0.0,0.0,0.0,10.55,6.21,0.0
20230112:0611,0.0,0.0,0.0,0.0,10.74,6.48,0.0
20230112:0711,0.0,0.0,0.0,0.0,10.11,6.21,0.0
20230112:0811,0.0,0.0,0.0,0.0,10.38,7.31,0.0
20230112:0911,0.0,5.7,1.6,3.22,10.08,8.76,0.0
20230112:1011,0.0,17.8,5.0,8.9,9.02,9.31,0.0
20230112:1111,0.0,30.26,8.5,12.86,8.63,9.03,0.0
20230112:1211,0.0,28.84,8.1,14.77,8.72,8.21,0.0
20230112:1311,97.21,46.55,22.5,14.47,8.53,9.79,0.0
20230112:1411,115.23,72.03,14.5,11.98,8.49,9.52,0.0
20230112:1511,257.57,74.03,9.7,7.52,8.1,11.38,0.0
20230112:1611,0.0,0.0,0.0,0.0,7.88,10.76,0.0
20230112:1711,0.0,0.0,0.0,0.0,7.77,10.62,0.0
20230112:1811,0.0,0.0,0.0,0.0,7.51,10.76,0.0
20230112:1911,0.0,0.0,0.0,0.0,7.64,11.24,0.0
20230112:2011,0.0,0.0,0.0,0.0,7.48,11.38,0.0
20230112:2111,0.0,0.0,0.0,0.0,7.39,11.66,0.0
20230112:2211,0.0,0.0,0.0,0.0,7.21,11.31,0.0
20230112:2311,0.0,0.0,0.0,0.0,7.17,11.03,0.0
20230113:0011,0.0,0.0,0.0,0.0,7.19,10.69,0.0
20230113:0111,0.0,0.0,0.0,0.0,7.24,10.41,0.0
20230113:0211,0.0,0.0,0.0,0.0,7.39,10.14,0.0
20230113:0311,0.0,0.0,0.0,0.0,7.42,9.86,0.0
20230113:0411,0.0,0.0,0.0,0.0,7.37,9.59,0.0
20230113:0511,0.0,0.0,0.0,0.0,7.26,9.38,0.0
20230113:0611,0.0,0.0,0.0,0.0,7.24,9.03,0.0
20230113:0711,0.0,0.0,0.0,0.0,7.02,8.55,0.0
20230113:0811,0.0,0.0,0.0,0.0,6.95,8.62,0.0
20230113:0911,0.0,6.41,1.8,3.32,7.02,8.76,0.0
20230113:1011,0.0,22.78,6.4,9.02,7.2,8.9,0.0
20230113:1111,0.0,25.63,7.2,13.0,7.53,8.83,0.0
20230113:1211,0.0,28.48,8.0,14.93,7.91,7.59,0.0
20230113:1311,72.94,56.96,20.8,14.64,8.22,7.1,0.0
20230113:1411,18.26,47.88,9.6,12.16,8.37,6.83,0.0
20230113:1511,57.28,41.31,6.5,7.71,8.25,6.28,0.0
20230113:1611,0.0,0.5,0.1,1.63,7.81,5.31,0.0
20230113:1711,0.0,0.0,0.0,0.0,7.41,4.76,0.0
20230113:1811,0.0,0.0,0.0,0.0,7.16,4.62,0.0
20230113:1911,0.0,0.0,0.0,0.0,7.46,5.1,0.0
20230113:2011,0.0,0.0,0.0,0.0,7.7,6.28,0.0
20230113:2111,0.0,0.0,0.0,0.0,8.25,6.62,0.0
20230113:2211,0.0,0.0,0.0,0.0,8.64,6.69,0.0
20230113:2311,0.0,0.0,0.0,0.0,8.96,6.21,0.0
20230114:0011,0.0,0.0,0.0,0.0,9.32,5.86,0.0
20230114:0111,0.0,0.0,0.0,0.0,9.46,5.52,0.0
20230114:0211,0.0,0.0,0.0,0.0,9.36,4.76,0.0
20230114:0311,0.0,0.0,0.0,0.0,9.14,4.62,0.0
20230114:0411,0.0,0.0,0.0,0.0,8.57,5.52,0.0
20230114:0511,0.0,0.0,0.0,0.0,7.68,6.07,0.0
20230114:0611,0.0,0.0,0.0,0.0,7.02,6.34,0.0
20230114:0711,0.0,0.0,0.0,0.0,6.89,6.69,0.0
20230114:0811,0.0,0.0,0.0,0.0,6.36,6.9,0.0
20230114:0911,0.0,6.41,1.8,3.44,5.91,7.1,0.0
20230114:1011,0.0,22.78,6.4,9.16,5.5,7.66,0.0
20230114:1111,0.0,24.56,6.9,13.15,5.56,7.1,0.0
20230114:1211,0.0,26.7,7.5,15.1,5.93,8.28,0.0
20230114:1311,52.57,63.31,19.2,14.83,6.16,9.03,0.0
20230114:1411,77.17,68.04,13.5,12.35,6.1,9.1,0.0
20230114:1511,201.91,70.98,9.4,7.9,5.91,8.83,0.0
20230114:1611,0.0,1.5,0.3,1.82,5.62,9.31,0.0
20230114:1711,0.0,0.0,0.0,0.0,5.09,9.03,0.0
20230114:1811,0.0,0.0,0.0,0.0,4.68,9.1,0.0
20230114:1911,0.0,0.0,0.0,0.0,4.47,8.97,0.0
20230114:2011,0.0,0.0,0.0,0.0,4.2,9.1,0.0
20230114:2111,0.0,0.0,0.0,0.0,4.14,9.38,0.0
20230114:2211,0.0,0.0,0.0,0.0,4.13,9.24,0.0
20230114:2311,0.0,0.0,0.0,0.0,4.03,8.97,0.0
20230115:0011,0.0,0.0,0.0,0.0,3.83,8.62,0.0
20230115:0111,0.0,0.0,0.0,0.0,3.88,8.48,0.0
20230115:0211,0.0,0.0,0.0,0.0,4.2,8.21,0.0
20230115:0311,0.0,0.0,0.0,0.0,4.48,7.79,0.0
20230115:0411,0.0,0.0,0.0,0.0,4.55,7.52,0.0
20230115:0511,0.0,0.0,0.0,0.0,4.5,7.17,0.0
20230115:0611,0.0,0.0,0.0,0.0,4.32,6.55,0.0
20230115:0711,0.0,0.0,0.0,0.0,4.32,6.76,0.0
20230115:0811,0.0,0.0,0.0,0.0,3.99,6.34,0.0
20230115:0911,0.0,6.41,1.8,3.56,3.77,6.0,0.0
20230115:1011,0.0,22.07,6.2,9.29,3.75,6.0,0.0
20230115:1111,0.0,36.31,10.2,13.31,3.79,5.79,0.0
20230115:1211,0.0,40.23,11.3,15.28,3.82,5.86,0.0
20230115:1311,3.47,51.66,10.8,15.01,3.98,5.93,0.0
20230115:1411,3.53,36.68,7.4,12.55,4.36,4.76,0.0
20230115:1511,58.64,44.84,7.1,8.1,4.87,4.69,0.0
20230115:1611,0.0,0.5,0.1,2.02,4.96,4.07,0.0
20230115:1711,0.0,0.0,0.0,0.0,4.48,3.59,0.0
20230115:1811,0.0,0.0,0.0,0.0,4.0,3.45,0.0
20230115:1911,0.0,0.0,0.0,0.0,3.49,3.03,0.0
20230115:2011,0.0,0.0,0.0,0.0,3.09,3.1,0.0
20230115:2111,0.0,0.0,0.0,0.0,2.75,3.38,0.0
20230115:2211,0.0,0.0,0.0,0.0,2.52,3.86,0.0
20230115:2311,0.0,0.0,0.0,0.0,2.38,4.21,0.0
20230116:0011,0.0,0.0,0.0,0.0,2.35,4.48,0.0
20230116:0111,0.0,0.0,0.0,0.0,2.52,4.76,0.0
20230116:0211,0.0,0.0,0.0,0.0,2.51,4.83,0.0
20230116:0311,0.0,0.0,0.0,0.0,2.5,4.9,0.0
20230116:0411,0.0,0.0,0.0,0.0,2.59,5.17,0.0
20230116:0511,0.0,0.0,0.0,0.0,2.55,5.45,0.0
20230116:0611,0.0,0.0,0.0,0.0,2.32,5.52,0.0
20230116:0711,0.0,0.0,0.0,0.0,1.26,5.52,0.0
20230116:0811,0.0,0.0,0.0,0.0,0.72,5.17,0.0
20230116:0911,0.0,7.83,2.2,3.69,0.25,4.62,0.0
20230116:1011,0.0,19.94,5.6,9.44,0.46,4.07,0.0
20230116:1111,0.0,22.07,6.2,13.47,1.16,3.86,0.0
20230116:1211,0.0,27.41,7.7,15.46,1.97,3.66,0.0
20230116:1311,103.72,45.04,24.9,15.21,2.58,3.52,0.0
20230116:1411,245.98,69.96,20.0,12.75,2.89,3.31,0.0
20230116:1511,118.43,61.77,8.7,8.3,2.89,3.03,0.0
20230116:1611,0.0,0.5,0.1,2.22,2.51,2.76,0.0
20230116:1711,0.0,0.0,0.0,0.0,1.88,2.69,0.0
20230116:1811,0.0,0.0,0.0,0.0,1.45,2.62,0.0
20230116:1911,0.0,0.0,0.0,0.0,1.14,2.97,0.0
20230116:2011,0.0,0.0,0.0,0.0,0.97,3.03,0.0
20230116:2111,0.0,0.0,0.0,0.0,0.84,3.03,0.0
20230116:2211,0.0,0.0,0.0,0.0,0.74,2.97,0.0
20230116:2311,0.0,0.0,0.0,0.0,0.59,2.83,0.0
20230117:0011,0.0,0.0,0.0,0.0,0.5,2.76,0.0
20230117:0111,0.0,0.0,0.0,0.0,0.43,2.9,0.0
20230117:0211,0.0,0.0,0.0,0.0,0.34,2.97,0.0
20230117:0311,0.0,0.0,0.0,0.0,0.21,3.03,0.0
20230117:0411,0.0,0.0,0.0,0.0,0.15,3.17,0.0
20230117:0511,0.0,0.0,0.0,0.0,0.02,3.24,0.0
20230117:0611,0.0,0.0,0.0,0.0,-0.06,3.38,0.0
20230117:0711,0.0,0.0,0.0,0.0,-0.56,3.59,0.0
20230117:0811,0.0,0.0,0.0,0.0,-0.58,3.72,0.0
20230117:0911,0.0,7.83,2.2,3.82,-0.58,3.93,0.0
20230117:1011,0.0,20.65,5.8,9.59,0.03,4.14,0.0
20230117:1111,0.0,23.85,6.7,13.65,1.08,4.34,0.0
